region,gender,year,lowerbound,upperbound,mean_estimate,country,age_group,ci_width,malnutrition_level,condition
Africa,Both,2015,6.9136,10.11123,8.43206,TGO,Adult,3.197630000000001,Low,Malnutrition
Europe,Male,2015,1.22693,2.78825,1.93318,KAZ,Adult,1.56132,Low,Malnutrition
Eastern Mediterranean,Male,2013,2.56515,7.49727,4.67743,LBY,Adult,4.93212,Low,Malnutrition
Americas,Both,2012,1.4181,1.92741,1.65658,CAN,Adult,0.5093100000000002,Low,Malnutrition
Eastern Mediterranean,Female,2012,2.08954,4.11212,3.02934,LBN,Adult,2.02258,Low,Malnutrition
Americas,Both,2017,1.49747,4.00676,2.56657,PRI,Adult,2.50929,Low,Malnutrition
Americas,Female,2016,1.68971,2.75101,2.17464,Argentina,Adult,1.0613,Low,Malnutrition
Europe,Female,2019,0.85587,3.52744,1.94442,MLT,Adult,2.67157,Low,Malnutrition
Africa,Both,2018,4.27554,7.2568,5.6571,CPV,Adult,2.98126,Low,Malnutrition
Americas,Female,2022,1.19722,5.63753,2.94157,BRB,Adult,4.44031,Low,Malnutrition
Americas,Female,2018,3.60028,6.59749,4.96528,DOM,Adult,2.9972099999999995,Low,Malnutrition
Americas,Male,2013,3.77622,6.77693,5.13101,CUB,Adult,3.00071,Low,Malnutrition
Africa,Male,2019,23.21874,41.3473,32.17695,ERI,Adult,18.128559999999997,High,Malnutrition
Western Pacific,Male,2020,0.07334,1.14261,0.40598,TUV,Adult,1.06927,Low,Malnutrition
Europe,Female,2020,2.26428,5.04911,3.52634,TKM,Adult,2.78483,Low,Malnutrition
Americas,Female,2018,2.76106,4.12987,3.42166,BRA,Adult,1.3688100000000003,Low,Malnutrition
Americas,Female,2014,2.83273,5.00461,3.84089,JAM,Adult,2.1718799999999994,Low,Malnutrition
South-East Asia,Both,2012,6.89762,8.86804,7.86232,THA,Adult,1.9704200000000007,Low,Malnutrition
Europe,Male,2017,0.5005,0.8868,0.66366,SVN,Adult,0.3863000000000001,Low,Malnutrition
Americas,Both,2014,1.48415,2.18847,1.81743,Argentina,Adult,0.7043200000000001,Low,Malnutrition
Americas,Both,2013,1.40954,1.93253,1.65608,CAN,Adult,0.5229900000000001,Low,Malnutrition
Americas,Male,2013,0.92089,4.01265,2.09065,PRI,Adult,3.09176,Low,Malnutrition
Europe,Both,2022,0.84673,1.89299,1.3075,GRC,Adult,1.04626,Low,Malnutrition
Europe,Female,2016,2.96772,6.05116,4.35401,KGZ,Adult,3.0834400000000004,Low,Malnutrition
Europe,Male,2015,0.4045,1.80623,0.94196,BIH,Adult,1.40173,Low,Malnutrition
Europe,Male,2012,0.97649,1.29226,1.13034,GBR,Adult,0.31577,Low,Malnutrition
South-East Asia,Female,2016,18.5146,21.12899,19.81122,IND,Adult,2.61439,Moderate,Malnutrition
Americas,Male,2016,3.37237,7.09817,5.01801,JAM,Adult,3.7257999999999996,Low,Malnutrition
,Both,2014,2.04764,2.29951,2.17144,EUR,Adult,0.25187000000000026,Low,Malnutrition
Eastern Mediterranean,Female,2017,9.34985,12.49151,10.8588,PAK,Adult,3.14166,Moderate,Malnutrition
Americas,Female,2013,0.94798,12.16655,4.74297,ATG,Adult,11.218570000000001,Low,Malnutrition
Africa,Female,2017,7.72713,12.04109,9.79003,MLI,Adult,4.313960000000001,Low,Malnutrition
Europe,Female,2018,2.69923,6.21667,4.26023,KGZ,Adult,3.5174399999999997,Low,Malnutrition
South-East Asia,Both,2014,20.94198,25.57616,23.2479,TLS,Adult,4.634180000000001,High,Malnutrition
Western Pacific,Male,2018,4.80705,12.64112,8.27575,LAO,Adult,7.8340700000000005,Low,Malnutrition
Europe,Female,2019,1.62466,3.74747,2.56367,ESP,Adult,2.12281,Low,Malnutrition
Western Pacific,Both,2014,10.36283,13.00862,11.642,PHL,Adult,2.64579,Moderate,Malnutrition
Europe,Female,2014,2.99239,5.05672,3.95114,BGR,Adult,2.0643300000000004,Low,Malnutrition
Eastern Mediterranean,Male,2022,1.95949,7.34792,4.16709,IRQ,Adult,5.3884300000000005,Low,Malnutrition
Europe,Male,2021,1.36166,3.70052,2.37032,ISR,Adult,2.33886,Low,Malnutrition
Europe,Male,2017,0.68997,1.81612,1.17061,BGR,Adult,1.12615,Low,Malnutrition
Eastern Mediterranean,Female,2021,10.75586,21.84253,15.9142,YEM,Adult,11.08667,Moderate,Malnutrition
Africa,Female,2013,5.19719,9.40835,7.12553,MRT,Adult,4.2111600000000005,Low,Malnutrition
Europe,Both,2017,0.72637,2.46601,1.44447,LTU,Adult,1.7396399999999999,Low,Malnutrition
Europe,Female,2012,3.02996,5.17132,4.02281,BGR,Adult,2.1413599999999997,Low,Malnutrition
Eastern Mediterranean,Female,2015,1.39938,3.55484,2.32201,IRQ,Adult,2.1554599999999997,Low,Malnutrition
Europe,Both,2016,0.77104,2.44918,1.47364,LTU,Adult,1.6781400000000002,Low,Malnutrition
Europe,Both,2020,0.8882,1.74012,1.27714,GRC,Adult,0.8519199999999999,Low,Malnutrition
Western Pacific,Male,2019,0.09678,1.35782,0.5104,TKL,Adult,1.26104,Low,Malnutrition
Americas,Both,2022,1.06156,5.22609,2.66926,KNA,Adult,4.16453,Low,Malnutrition
Western Pacific,Male,2018,5.01816,8.36716,6.5513,MYS,Adult,3.349,Low,Malnutrition
Africa,Both,2021,9.6155,13.1874,11.37226,UGA,Adult,3.5718999999999994,Moderate,Malnutrition
Europe,Male,2012,0.43283,0.92539,0.64652,ITA,Adult,0.49256000000000005,Low,Malnutrition
South-East Asia,Male,2018,6.75052,11.33407,8.92,MDV,Adult,4.583550000000001,Low,Malnutrition
South-East Asia,Male,2021,1.89308,5.12128,3.29824,BTN,Adult,3.2281999999999993,Low,Malnutrition
Africa,Female,2015,4.89706,8.22932,6.44746,MUS,Adult,3.3322599999999998,Low,Malnutrition
Eastern Mediterranean,Both,2020,2.82766,5.40166,3.99643,SAU,Adult,2.574,Low,Malnutrition
South-East Asia,Both,2020,2.60743,4.71323,3.57833,BTN,Adult,2.1058000000000003,Low,Malnutrition
Africa,Female,2021,3.8874,8.25387,5.85743,MRT,Adult,4.36647,Low,Malnutrition
Americas,Male,2019,1.59152,6.56195,3.58568,BRB,Adult,4.97043,Low,Malnutrition
Europe,Female,2022,1.88405,4.88975,3.22074,ROU,Adult,3.0057,Low,Malnutrition
Europe,Male,2017,0.48894,2.08239,1.08112,MNE,Adult,1.5934500000000003,Low,Malnutrition
Americas,Both,2014,1.78535,4.86574,3.00478,NIC,Adult,3.0803899999999995,Low,Malnutrition
Africa,Male,2017,4.2678,9.16927,6.49829,CMR,Adult,4.901469999999999,Low,Malnutrition
,Male,2020,1.6528,2.27681,1.9461,AMR,Adult,0.6240099999999997,Low,Malnutrition
Western Pacific,Both,2016,0.28124,1.36145,0.70612,TUV,Adult,1.0802100000000001,Low,Malnutrition
Western Pacific,Male,2012,3.52577,5.6083,4.51544,SGP,Adult,2.0825299999999998,Low,Malnutrition
Africa,Male,2015,24.36087,30.61902,27.47117,ETH,Adult,6.2581500000000005,High,Malnutrition
South-East Asia,Both,2016,17.0089,19.8155,18.41944,BGD,Adult,2.8065999999999995,Moderate,Malnutrition
Africa,Both,2018,7.89101,11.24724,9.51337,NGA,Adult,3.35623,Low,Malnutrition
Africa,Female,2012,2.22864,5.13588,3.49857,SYC,Adult,2.9072400000000003,Low,Malnutrition
Europe,Female,2015,2.73518,4.55424,3.57505,RUS,Adult,1.81906,Low,Malnutrition
Americas,Male,2018,1.13736,1.79572,1.45119,MEX,Adult,0.6583600000000001,Low,Malnutrition
Western Pacific,Female,2016,0.06838,0.66146,0.25259,TON,Adult,0.59308,Low,Malnutrition
Africa,Both,2017,8.14794,12.87769,10.39663,MOZ,Adult,4.729749999999999,Moderate,Malnutrition
Africa,Both,2017,10.98631,21.78902,15.64478,BDI,Adult,10.802710000000001,Moderate,Malnutrition
Africa,Both,2019,4.69156,8.00551,6.23231,CMR,Adult,3.3139499999999993,Low,Malnutrition
Europe,Female,2012,1.25308,2.05938,1.62765,FIN,Adult,0.8063,Low,Malnutrition
Eastern Mediterranean,Both,2021,3.01618,4.27702,3.61068,IRN,Adult,1.2608400000000004,Low,Malnutrition
Africa,Female,2013,3.5662,6.51787,4.94151,DZA,Adult,2.9516700000000005,Low,Malnutrition
Western Pacific,Female,2014,1.78789,4.15631,2.85301,SLB,Adult,2.3684200000000004,Low,Malnutrition
Eastern Mediterranean,Female,2022,1.85044,4.12024,2.87227,PSE,Adult,2.2698,Low,Malnutrition
Africa,Both,2016,4.49967,7.48192,5.9074,CPV,Adult,2.9822499999999996,Low,Malnutrition
Western Pacific,Male,2013,0.09825,1.03249,0.4144,TUV,Adult,0.93424,Low,Malnutrition
Africa,Both,2012,6.82753,13.66019,9.91263,MRT,Adult,6.83266,Low,Malnutrition
Western Pacific,Both,2016,1.43159,2.95102,2.11615,SLB,Adult,1.5194300000000003,Low,Malnutrition
Americas,Male,2014,1.99631,5.89626,3.6592,BRB,Adult,3.8999499999999996,Low,Malnutrition
Americas,Both,2019,1.4222,4.20461,2.59585,PRI,Adult,2.7824099999999996,Low,Malnutrition
Americas,Female,2020,1.10819,3.16551,1.98895,CRI,Adult,2.05732,Low,Malnutrition
Europe,Female,2018,1.86471,4.5284,3.01684,AUT,Adult,2.6636900000000003,Low,Malnutrition
,Male,2022,2.93933,4.74016,3.76465,WPR,Adult,1.8008300000000004,Low,Malnutrition
Africa,Female,2015,4.51952,8.53922,6.34482,COM,Adult,4.0197,Low,Malnutrition
Europe,Both,2015,1.0023,1.58785,1.2769,GRC,Adult,0.58555,Low,Malnutrition
Europe,Male,2021,0.35576,1.9879,0.933,MNE,Adult,1.63214,Low,Malnutrition
Europe,Both,2019,1.67828,3.39358,2.44091,GRL,Adult,1.7153,Low,Malnutrition
Western Pacific,Female,2017,0.93249,2.60537,1.66007,MHL,Adult,1.6728800000000001,Low,Malnutrition
Western Pacific,Female,2022,0.21334,2.46496,0.98298,TUV,Adult,2.25162,Low,Malnutrition
Eastern Mediterranean,Female,2018,1.86276,3.67775,2.68477,PSE,Adult,1.81499,Low,Malnutrition
Europe,Male,2012,0.72846,1.01331,0.86616,DNK,Adult,0.28484999999999994,Low,Malnutrition
Americas,Male,2020,1.8688,6.97462,3.94946,VCT,Adult,5.10582,Low,Malnutrition
Africa,Both,2017,8.63484,13.03161,10.75568,TZA,Adult,4.39677,Moderate,Malnutrition
Europe,Both,2014,1.38022,3.30345,2.23836,LVA,Adult,1.9232300000000002,Low,Malnutrition
Eastern Mediterranean,Male,2017,7.11017,16.87832,11.56606,YEM,Adult,9.768149999999999,Moderate,Malnutrition
Africa,Female,2020,3.75445,17.13928,9.26618,AGO,Adult,13.38483,Low,Malnutrition
Europe,Both,2013,1.54085,3.00638,2.21329,BLR,Adult,1.46553,Low,Malnutrition
Americas,Both,2012,2.95212,5.81615,4.2714,VCT,Adult,2.8640300000000005,Low,Malnutrition
Americas,Both,2013,1.85963,8.87378,4.59859,BMU,Adult,7.01415,Low,Malnutrition
Western Pacific,Male,2015,2.23727,4.19775,3.14932,Mongolia,Adult,1.96048,Low,Malnutrition
Africa,Both,2012,5.37764,7.94121,6.60825,STP,Adult,2.5635699999999995,Low,Malnutrition
Americas,Both,2022,1.23489,4.37018,2.54172,PRY,Adult,3.1352900000000004,Low,Malnutrition
Africa,Both,2014,10.71905,15.944,13.20658,GMB,Adult,5.2249500000000015,Moderate,Malnutrition
Europe,Male,2022,0.20677,1.65385,0.7179,NLD,Adult,1.4470800000000001,Low,Malnutrition
Africa,Female,2012,8.59001,11.41961,9.93363,NGA,Adult,2.829600000000001,Low,Malnutrition
Americas,Both,2019,3.00855,5.767,4.2329,JAM,Adult,2.7584500000000003,Low,Malnutrition
Western Pacific,Both,2013,4.38127,7.05748,5.63722,BRN,Adult,2.67621,Low,Malnutrition
Americas,Female,2022,1.37737,2.90137,2.06559,USA,Adult,1.524,Low,Malnutrition
Western Pacific,Both,2012,6.93105,8.53873,7.71328,MYS,Adult,1.6076799999999993,Low,Malnutrition
Western Pacific,Female,2018,4.68212,7.13362,5.82358,MYS,Adult,2.4514999999999993,Low,Malnutrition
Western Pacific,Female,2013,0.05491,0.733,0.27078,ASM,Adult,0.67809,Low,Malnutrition
Western Pacific,Male,2016,0.77905,2.5445,1.51325,SLB,Adult,1.7654500000000002,Low,Malnutrition
Americas,Both,2013,1.72093,2.72218,2.17867,GTM,Adult,1.0012499999999998,Low,Malnutrition
Africa,Female,2012,8.08196,13.04598,10.42217,BWA,Adult,4.96402,Moderate,Malnutrition
Eastern Mediterranean,Both,2013,2.33972,4.35785,3.26097,IRQ,Adult,2.01813,Low,Malnutrition
Europe,Both,2021,1.16741,2.64782,1.82115,ESP,Adult,1.4804099999999998,Low,Malnutrition
Africa,Both,2022,5.8982,9.57711,7.60447,TGO,Adult,3.6789099999999992,Low,Malnutrition
Europe,Male,2017,0.636,1.85587,1.13918,SRB,Adult,1.2198699999999998,Low,Malnutrition
Europe,Male,2014,0.41255,1.64243,0.88971,ISL,Adult,1.22988,Low,Malnutrition
Europe,Male,2022,0.36117,1.41058,0.77347,BLR,Adult,1.04941,Low,Malnutrition
South-East Asia,Female,2016,12.42607,17.49658,14.93713,MMR,Adult,5.070510000000002,Moderate,Malnutrition
Eastern Mediterranean,Both,2020,2.23735,3.94595,3.02752,PSE,Adult,1.7085999999999997,Low,Malnutrition
South-East Asia,Female,2013,14.45259,19.08942,16.70491,MMR,Adult,4.63683,Moderate,Malnutrition
Europe,Both,2022,2.17705,4.31873,3.14397,KAZ,Adult,2.1416800000000005,Low,Malnutrition
Americas,Male,2013,9.22878,22.14187,15.08034,HTI,Adult,12.91309,Moderate,Malnutrition
Americas,Male,2021,3.73572,14.56487,8.27201,SUR,Adult,10.82915,Low,Malnutrition
South-East Asia,Both,2014,15.34312,18.85638,17.12292,LKA,Adult,3.5132600000000007,Moderate,Malnutrition
Africa,Female,2020,7.57195,16.02119,11.44691,COG,Adult,8.44924,Moderate,Malnutrition
Eastern Mediterranean,Male,2013,15.63798,34.75478,25.07949,SOM,Adult,19.116799999999998,High,Malnutrition
Africa,Male,2017,4.9795,25.84075,13.83653,BDI,Adult,20.86125,Moderate,Malnutrition
Africa,Female,2020,4.035,8.63256,6.11308,MUS,Adult,4.59756,Low,Malnutrition
Western Pacific,Both,2019,0.07656,0.65397,0.27456,ASM,Adult,0.5774100000000001,Low,Malnutrition
Americas,Female,2013,1.75732,4.16133,2.80663,BLZ,Adult,2.4040100000000004,Low,Malnutrition
Africa,Male,2017,4.74585,14.43893,8.95859,CIV,Adult,9.693079999999998,Low,Malnutrition
Western Pacific,Female,2019,0.2554,2.24912,0.99057,TUV,Adult,1.99372,Low,Malnutrition
Western Pacific,Female,2013,1.09837,3.13273,1.95018,FSM,Adult,2.03436,Low,Malnutrition
Western Pacific,Female,2014,0.07381,0.64,0.25386,TON,Adult,0.56619,Low,Malnutrition
Africa,Female,2015,5.7897,8.23163,6.95294,RWA,Adult,2.4419299999999993,Low,Malnutrition
Americas,Male,2018,1.36931,11.91558,5.09426,ATG,Adult,10.54627,Low,Malnutrition
Americas,Both,2019,3.12999,5.2188,4.10525,VEN,Adult,2.08881,Low,Malnutrition
Europe,Female,2020,1.98416,4.36848,3.03548,ITA,Adult,2.3843199999999998,Low,Malnutrition
Africa,Female,2018,2.27308,5.26781,3.59964,LSO,Adult,2.9947299999999997,Low,Malnutrition
Americas,Female,2019,3.47031,6.7227,4.95222,DOM,Adult,3.2523899999999997,Low,Malnutrition
Americas,Both,2018,4.42988,8.00985,6.10224,TTO,Adult,3.5799700000000003,Low,Malnutrition
Americas,Female,2017,0.77401,5.74361,2.61589,KNA,Adult,4.969600000000001,Low,Malnutrition
Americas,Both,2015,3.11901,5.33335,4.13972,LCA,Adult,2.2143400000000004,Low,Malnutrition
Eastern Mediterranean,Male,2019,7.31226,12.42591,9.70428,PAK,Adult,5.11365,Low,Malnutrition
South-East Asia,Female,2012,22.28397,24.90435,23.58451,IND,Adult,2.620380000000001,High,Malnutrition
Africa,Male,2022,6.86319,19.04153,12.42134,TZA,Adult,12.178340000000002,Moderate,Malnutrition
Europe,Female,2019,1.96863,3.30958,2.60115,TUR,Adult,1.3409499999999999,Low,Malnutrition
Eastern Mediterranean,Both,2019,2.21426,3.83268,2.9599,PSE,Adult,1.61842,Low,Malnutrition
Americas,Female,2015,2.00232,3.01562,2.46824,CAN,Adult,1.0133,Low,Malnutrition
Europe,Female,2018,2.2353,4.97191,3.46635,GRL,Adult,2.73661,Low,Malnutrition
Eastern Mediterranean,Both,2013,11.77109,16.4877,14.06134,YEM,Adult,4.716610000000001,Moderate,Malnutrition
Africa,Both,2017,4.95048,7.81562,6.31511,CMR,Adult,2.8651400000000002,Low,Malnutrition
Europe,Male,2012,0.43511,0.8939,0.63788,ESP,Adult,0.45879000000000003,Low,Malnutrition
Americas,Both,2016,4.44086,10.35132,7.09827,SUR,Adult,5.91046,Low,Malnutrition
Eastern Mediterranean,Female,2018,1.08514,5.59829,2.84233,SYR,Adult,4.51315,Low,Malnutrition
Eastern Mediterranean,Male,2020,1.25549,7.50423,3.70016,SYR,Adult,6.24874,Low,Malnutrition
Africa,Female,2018,3.47454,7.17186,5.17893,ZWE,Adult,3.6973199999999995,Low,Malnutrition
Eastern Mediterranean,Male,2021,0.96138,5.30645,2.63398,BHR,Adult,4.34507,Low,Malnutrition
Eastern Mediterranean,Female,2018,1.2724,5.26722,2.88271,BHR,Adult,3.99482,Low,Malnutrition
Europe,Male,2022,0.20353,1.71456,0.72972,LUX,Adult,1.51103,Low,Malnutrition
Africa,Male,2015,9.93628,13.50117,11.64885,UGA,Adult,3.56489,Moderate,Malnutrition
Europe,Male,2019,0.24439,1.34404,0.65749,NLD,Adult,1.09965,Low,Malnutrition
Europe,Both,2018,2.37348,4.15774,3.20472,TKM,Adult,1.7842600000000006,Low,Malnutrition
Americas,Both,2018,3.58172,5.76345,4.60936,DOM,Adult,2.18173,Low,Malnutrition
Americas,Male,2018,1.46251,4.3688,2.70099,GTM,Adult,2.9062900000000003,Low,Malnutrition
Africa,Male,2019,16.26219,30.12427,22.79025,CAF,Adult,13.862079999999999,High,Malnutrition
Europe,Male,2022,0.40155,2.22463,1.07532,SRB,Adult,1.8230799999999998,Low,Malnutrition
Europe,Male,2020,0.96145,2.74893,1.72382,TUR,Adult,1.78748,Low,Malnutrition
Western Pacific,Female,2014,0.32835,2.2224,1.07009,TUV,Adult,1.89405,Low,Malnutrition
Africa,Both,2020,4.55972,8.11863,6.20226,CMR,Adult,3.558909999999999,Low,Malnutrition
Western Pacific,Male,2016,5.49966,12.74691,8.80052,LAO,Adult,7.247249999999999,Low,Malnutrition
Americas,Female,2018,4.5622,9.47261,6.83339,TTO,Adult,4.91041,Low,Malnutrition
Western Pacific,Female,2021,0.04193,1.68737,0.50859,TKL,Adult,1.64544,Low,Malnutrition
Americas,Male,2022,2.17786,7.04045,4.20243,DOM,Adult,4.86259,Low,Malnutrition
Europe,Male,2018,0.22839,1.31617,0.64068,LUX,Adult,1.08778,Low,Malnutrition
Americas,Female,2018,1.06431,1.94433,1.4611,ECU,Adult,0.8800199999999998,Low,Malnutrition
Eastern Mediterranean,Male,2012,15.71654,34.91803,25.16321,SOM,Adult,19.20149,High,Malnutrition
Africa,Male,2016,4.44331,9.03214,6.54185,CMR,Adult,4.58883,Low,Malnutrition
Americas,Male,2020,2.29523,5.72731,3.80807,VEN,Adult,3.43208,Low,Malnutrition
Europe,Female,2017,1.57518,3.40076,2.38897,BEL,Adult,1.82558,Low,Malnutrition
Western Pacific,Male,2019,0.12531,1.33827,0.53035,COK,Adult,1.21296,Low,Malnutrition
Africa,Female,2016,4.28319,8.14932,6.06419,CPV,Adult,3.866129999999999,Low,Malnutrition
Western Pacific,Both,2018,1.21256,1.85531,1.51173,AUS,Adult,0.6427499999999999,Low,Malnutrition
Western Pacific,Female,2021,5.30866,7.218,6.19254,KOR,Adult,1.9093400000000003,Low,Malnutrition
Europe,Both,2019,1.86485,3.37192,2.54453,RUS,Adult,1.50707,Low,Malnutrition
Africa,Male,2014,3.88712,7.34509,5.57276,MUS,Adult,3.45797,Low,Malnutrition
Western Pacific,Both,2019,0.67944,1.8348,1.1779,PLW,Adult,1.15536,Low,Malnutrition
Western Pacific,Both,2018,1.36769,3.86405,2.44937,VUT,Adult,2.49636,Low,Malnutrition
Europe,Male,2012,0.4355,1.00345,0.6806,IRL,Adult,0.56795,Low,Malnutrition
Western Pacific,Male,2013,0.85956,2.42497,1.5261,SLB,Adult,1.56541,Low,Malnutrition
Europe,Male,2019,0.16382,1.44653,0.59972,LTU,Adult,1.28271,Low,Malnutrition
Europe,Female,2021,2.29473,6.61938,4.14322,KGZ,Adult,4.32465,Low,Malnutrition
Eastern Mediterranean,Female,2018,11.99048,20.74922,16.11755,YEM,Adult,8.758740000000001,Moderate,Malnutrition
Africa,Both,2013,9.51257,12.97818,11.1721,TZA,Adult,3.46561,Moderate,Malnutrition
Americas,Female,2019,0.95596,2.56325,1.62982,BOL,Adult,1.6072899999999999,Low,Malnutrition
Africa,Male,2019,12.10743,18.89891,15.36041,KEN,Adult,6.79148,Moderate,Malnutrition
,Female,2014,2.55319,2.92898,2.73972,AMR,Adult,0.3757900000000003,Low,Malnutrition
Europe,Female,2012,1.47373,2.97792,2.14678,SWE,Adult,1.5041900000000001,Low,Malnutrition
Africa,Both,2013,5.69779,8.13168,6.8563,LBR,Adult,2.433889999999999,Low,Malnutrition
Africa,Both,2016,10.63817,17.75864,13.99658,COG,Adult,7.120469999999999,Moderate,Malnutrition
Western Pacific,Female,2019,1.42859,5.94502,3.24648,VUT,Adult,4.516430000000001,Low,Malnutrition
Western Pacific,Both,2016,1.27481,3.01845,2.02058,FSM,Adult,1.74364,Low,Malnutrition
,Female,2018,2.64548,3.18472,2.90234,EUR,Adult,0.5392399999999999,Low,Malnutrition
Europe,Both,2022,0.85279,2.39039,1.49712,EST,Adult,1.5375999999999999,Low,Malnutrition
South-East Asia,Female,2013,13.81204,17.79572,15.76341,LKA,Adult,3.9836799999999997,Moderate,Malnutrition
Europe,Male,2018,1.11004,1.70756,1.38659,GBR,Adult,0.59752,Low,Malnutrition
Western Pacific,Both,2012,1.10465,1.45046,1.273,NZL,Adult,0.3458100000000002,Low,Malnutrition
Americas,Both,2013,2.31046,4.43647,3.28061,BHS,Adult,2.12601,Low,Malnutrition
Europe,Female,2012,1.40732,2.4893,1.89252,DEU,Adult,1.0819800000000002,Low,Malnutrition
Europe,Female,2018,1.34178,5.15777,2.91336,BIH,Adult,3.81599,Low,Malnutrition
,Female,2021,12.00345,14.82485,13.39855,SEAR,Adult,2.821399999999999,Moderate,Malnutrition
Europe,Male,2016,0.55786,1.65863,1.0125,BLR,Adult,1.10077,Low,Malnutrition
Africa,Female,2020,4.10878,7.93414,5.81034,Gabon,Adult,3.82536,Low,Malnutrition
,Both,2014,18.00478,19.38015,18.69288,SEAR,Adult,1.3753700000000002,Moderate,Malnutrition
Africa,Female,2012,10.77266,14.60833,12.62641,GMB,Adult,3.8356700000000004,Moderate,Malnutrition
Africa,Female,2017,7.86189,11.61933,9.65307,NGA,Adult,3.75744,Low,Malnutrition
Americas,Both,2021,1.33725,4.54663,2.65147,PRI,Adult,3.2093800000000003,Low,Malnutrition
Africa,Both,2014,7.17041,10.10709,8.55269,BEN,Adult,2.936679999999999,Low,Malnutrition
Africa,Both,2012,10.03949,12.3623,11.17092,UGA,Adult,2.3228099999999987,Moderate,Malnutrition
Europe,Female,2014,3.41514,5.42435,4.3557,ISR,Adult,2.0092099999999995,Low,Malnutrition
,Male,2014,1.14482,1.40629,1.26627,EUR,Adult,0.2614700000000001,Low,Malnutrition
Europe,Male,2018,0.46722,1.31644,0.81585,IRL,Adult,0.8492200000000001,Low,Malnutrition
Africa,Male,2020,5.23321,20.58394,11.74646,MRT,Adult,15.350729999999999,Moderate,Malnutrition
Europe,Male,2012,0.62899,1.37934,0.96049,PRT,Adult,0.75035,Low,Malnutrition
Europe,Both,2017,1.20075,2.25514,1.68303,BEL,Adult,1.05439,Low,Malnutrition
Europe,Both,2019,1.16328,2.34566,1.70284,ESP,Adult,1.18238,Low,Malnutrition
Africa,Both,2017,6.85165,9.86286,8.27056,Sierra Leone,Adult,3.0112099999999993,Low,Malnutrition
South-East Asia,Male,2016,14.47028,22.49593,18.41118,MMR,Adult,8.02565,Moderate,Malnutrition
Eastern Mediterranean,Both,2017,2.94002,4.87466,3.83379,SAU,Adult,1.9346400000000004,Low,Malnutrition
Americas,Both,2022,1.05116,2.68488,1.74054,BOL,Adult,1.63372,Low,Malnutrition
Western Pacific,Both,2018,1.09705,2.4537,1.6928,MHL,Adult,1.35665,Low,Malnutrition
